@relation ReasonerRankingData

@attribute DLFamily numeric
@attribute OPR numeric
@attribute AxMaxNesting numeric
@attribute AvgNbrRestrict numeric
@attribute HMaxNbr numeric
@attribute HP_MaxDepth numeric
@attribute SRBx numeric
@attribute DpDISJ numeric
@attribute SymmetricObjectProperty numeric
@attribute OAS numeric
@attribute ExactCardinality_C numeric
@attribute DpEQUIV numeric
@attribute HP_MultiParent numeric
@attribute STBx numeric
@attribute HP_MaxChildren numeric
@attribute SDP numeric
@attribute HC_MaxChildren numeric
@attribute OpCHAIN numeric
@attribute Complement_C numeric
@attribute InverseFuncOPRatio numeric
@attribute ClassAssertion numeric
@attribute FunctionalObjectProperty numeric
@attribute IrreflexiveOPRatio numeric
@attribute FunctionalDataProperty numeric
@attribute ObjectPropertyAssertion numeric
@attribute IrrefexiveObjectProperty numeric
@attribute GCI_C numeric
@attribute SOP numeric
@attribute ARichness numeric
@attribute OP_COHESION numeric
@attribute Union_R numeric
@attribute HExtNbr numeric
@attribute Indiv_SAME numeric
@attribute DataPropertyAssertion numeric
@attribute DisjointClasses numeric
@attribute Complement_R numeric
@attribute SubPropertyChainOf numeric
@attribute MostCardinality_C numeric
@attribute RRichness numeric
@attribute Indiv_DIFF numeric
@attribute AxiomMaxConst numeric
@attribute RRBx numeric
@attribute HP_MaxParents numeric
@attribute HC_MaxParents numeric
@attribute HP_MaxPropDegree numeric
@attribute HC_MaxClassDegree numeric
@attribute RTBx numeric
@attribute CLS_NOM numeric
@attribute SI numeric
@attribute NPCD_Ratio numeric
@attribute EquivalentClasses numeric
@attribute OneOf_C numeric
@attribute NPCD_C numeric
@attribute RABx numeric
@attribute ReflexiveOPRatio numeric
@attribute DataPropertyDomain numeric
@attribute SubObjectPropertyOf numeric
@attribute Existentiel_C numeric
@attribute SubDataPropertyOf numeric
@attribute OpEQUIV numeric
@attribute ClsDISJ_Ratio numeric
@attribute OLAS numeric
@attribute GCI_Ratio numeric
@attribute ExactCardinality_R numeric
@attribute TransitiveObjectProperty numeric
@attribute OneOf_R numeric
@attribute UI_Ratio numeric
@attribute AxAvgNesting numeric
@attribute SubClassOf numeric
@attribute HasSelf_C numeric
@attribute OntoConstructorDensity numeric
@attribute EquivalentDataProperties numeric
@attribute InverseOPRatio numeric
@attribute SABx numeric
@attribute Nom_Tbox numeric
@attribute HasValue_R numeric
@attribute SameIndividual numeric
@attribute OpDISJ numeric
@attribute LeastCardinality_R numeric
@attribute DifferentIndividuals numeric
@attribute PCD_Ratio numeric
@attribute InverseFunctionalObjectProperty numeric
@attribute EqDPRatio numeric
@attribute MostCardinality_R numeric
@attribute UI_Pattern numeric
@attribute InverseObjectProperties numeric
@attribute Existentiel_R numeric
@attribute Intersection_C numeric
@attribute Universal_R numeric
@attribute Universal_C numeric
@attribute HasValue_C numeric
@attribute HasSelf_R numeric
@attribute DisjointObjectProperties numeric
@attribute HMinNbr numeric
@attribute LeastCardinality_C numeric
@attribute HC_MultiParents numeric
@attribute EUR_Pattern numeric
@attribute TransitiveOPRatio numeric
@attribute EquivalentObjectProperties numeric
@attribute SymmetricOPRatio numeric
@attribute DataPropertyRange numeric
@attribute CUR_Pattern numeric
@attribute ReflexiveObjectProperty numeric
@attribute HC_AvgChildren numeric
@attribute DisjointUnion numeric
@attribute EqOPRatio numeric
@attribute Intersection_R numeric
@attribute AsymmetricObjectProperty numeric
@attribute FunctionalOPRatio numeric
@attribute DisjOPRatio numeric
@attribute EUR_Ratio numeric
@attribute HP_COHESION numeric
@attribute SC numeric
@attribute HasHiearOPRatio numeric
@attribute ChainOPRatio numeric
@attribute PCD_C numeric
@attribute ObjectPropertyDomain numeric
@attribute HP_AvgChildren numeric
@attribute Union_C numeric
@attribute CUR_Ratio numeric
@attribute ObjectPropertyRange numeric
@attribute HC_DegreeCentrality numeric
@attribute HP_DegreeCentrality numeric
@attribute SDT numeric
@attribute Konclude {0,1}
@attribute MOReHermiT {0,1}
@attribute HermiT-OA4 {0,1}
@attribute TrOWL {0,1}
@attribute Pellet-OA4 {0,1}
@attribute FaCT++ {0,1}
@attribute JFact {0,1}
@attribute ELK {0,1}
@attribute Racer {0,1}
@attribute ELepHant {0,1}
@data
2587.0,3.0,3,0,0,0,0,0,0,2085,0,0,0,1274,0,0,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,41,100,0,0,0,0,0,0,0,0,0,0,619,0,0,0,1274,0,0,0,0,0,2.486,100,0,0.486,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.124,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,809,0,0,1274,0,0,0,0,0,0.049,0,0,1,1,1,1,1,1,1,1,1,1
2587.0,3.0,3,0,0,0,0,0,0,14101,0,0,0,7047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,7047,0,0,0,7047,0,0,0,0,0,3,100,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7053,0,0,7047,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2184.0,1.0,11,0,0,2,29,0,0,56854,0,0,0,18008,2,0,1339,2,0,0,60.063,0,0,0,0,0,245,29,0,0,0,0,0,0,0.133,0,0.002,0,0.004,0,5,0.064,1,6,2,1339,39.872,0,9,0.006,0.545,0,1,0.133,0,0,0.009,7414,0,0,0.918,45164,1.361,0,0.009,0,0,1.575,39.195,0,0.085,0,0,27127,0,0,0,0,0,0,95.813,0,0,0,0,0,96.789,246,0,0,0,0,0,0,0,0.034,0,60.224,0,0,0,0,0,5.757,0,0,3.211,0,0,0,0,0.02,11661,2.63,58.282,17254,0.024,2,0,0,0.02,0.115,0.066,0,1,1,1,1,1,1,1,1,0,0
2184.0,1.0,9,0,0,3,81,0,0.061,8265,0,0,2.083,2276,6,0,84,0,0,0,63.816,0.015,0,0,0,0,198,48,0,0,0,0,0,0,0.322,0,0,0,0.017,0,4,1.243,2,3,6,84,34.94,0,2,0,3.04,0,0,0.98,0,0,0.307,694,0,0,0.705,6514,8.699,0,0.292,0,0,1.511,31.578,0,0.098,0,0,4157,0,0,0,0,0,0,80.272,0,0,0,0,0.169,77.803,198,0,0,0,0,0,0,0,0.117,0,7.925,0,0,0,0,0,3.987,0,0,22.197,0,0,0,0,0.038,1703,0.576,0,1827,0.107,2.5,0,0,0.292,0.048,0.115,0,1,1,1,1,1,1,1,1,1,0
2587.0,3.0,3,0,0,0,0,0,0,30754,0,0,0,14547,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,14547,0,0,0,14547,0,0,0,0,0,3,100,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16206,0,0,14547,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2184.0,1.0,15,0,0,2,321,0,0.495,535,1,0,0,83,15,49,0,0,0,0,0,0.248,0,7.426,0,0,0,67,3.062,0.017,0,1,0,0,0.248,0,0,0,0.453,0,1,79.455,1,0,15,0,20.545,0,0,0,0,0,0,0,0,12.129,5.198,17,0,0,93.75,404,0,0,0,0,0,0.965,20.297,0,0.217,0,100,0,0,0,0,0,0,0,98.795,0.248,0,0,0,8.416,94.444,0,0,0,0,0,0,0,0,0,0,0,0,0,12.129,0,0,0,0,0,0,0,5.556,0,0,0.019,16,0,0,82,16.584,10.5,0,0,16.584,0,0.224,3,1,1,1,1,1,1,1,1,1,0
2587.0,3.0,2,0,0,0,0,0,0,1835,0,0,0,1027,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,51,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,0,0,0,0,0,0,3.603,0,0,0,0,0,0,0,0,809,0,0,1027,0,0,0,0,0,0.06,0,0,1,1,1,1,1,1,1,1,1,1
2184.0,1.0,7,0.31,1,0,317,0,0,5197,0,0,0,219,0,10,36,0,0,0,19.183,1.348,0,0.123,66.047,0,0,110,0.055,0,0,0,0,3.82,0,0,0,27,0.326,0,1,6.476,0,2,0,36,4.474,0,939,0,0,0,0,1.819,0,0.204,0,0,0,0,0,4895,0,0,0,0,0,0.344,4.474,0,0.142,0,9.677,4359,0,0,0,0,12.903,0,100,0.123,0,87.097,0,0.143,0,0,0,0,0,0,0,1,4,0.549,0,0,0,0,0.163,0,0,4.463,0,0,0,0,12.903,0,0,0,183,0,0,219,2.206,0,0,0,2.165,0.19,0,4,1,1,1,1,1,1,0,1,1,0
2169487.0,5.0,2,0,0,0,0,0,0,60220,0,0,0,21159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,200,100,0,42318,0,0,0,0,0,0,0,0,21159,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39061,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2184.0,1.0,4,6.773,0,5,632,0,0.045,10192,10,8,0.201,3873,35,32,53,0,0,0,18.172,0,0,0,6.873,0,247,498,0.011,0,0.315,2,0.176,3.151,0.87,0,0,0,0.106,0.176,1,9.484,2,3,36,54,58.118,6.902,1135,7.384,4.397,0,286,0.486,0,0.21,4.622,95,0,62,3.434,6664,6.377,1.575,0.12,0,0,1.444,52.851,213,0.164,0.06,4.286,2159,0,0,3.091,0,0.787,1.11,82.081,0,0,0,0,0.15,14.961,0,48.819,310,0,33.543,0,1,5,0.067,0,2.381,0.63,0.238,0.27,0,0,3.894,0,10.476,0,0,0,0,0,0.007,2999,62.619,0,3179,0.9,4.889,2,0,2.476,0.017,0.07,6,1,1,1,0,1,1,0,0,1,0
2215.0,2.0,3,0,0,0,1,0,0,2938,0,0,0,951,0,0,53,1,0,0,58.609,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.043,0,0,0,1,0.043,0,2,0,54,41.348,0,1348,0,0,0,0,2.548,0,0,0,663,0,0,0,2300,0,0,0,0,0,1.701,41.348,0,0.697,0,0,1348,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.157,0,0,0,0,0,0,0,9.29,0,0,0,0,0,0,0,0,637,0,100,951,0,0,0,0,0,0.084,0,0,1,1,1,1,1,1,1,1,1,1
2215.0,2.0,11,0,0,5,232,0,0,3359583,0,0,1.19,3182650,7,0,22710,44,0,0,0.003,0,0,0,0,0,495,169,0,0,0,0,0,0,0,0,0.002,0,0,44.444,1,0.007,3,44,7,22711,99.99,0,18,0,0,0,0,0,0,0,0.006,3005792,0,0,0,3182970,0.016,0,0,0,0,2.944,99.99,0,0.945,0,0,88,0,0,0,0,0,0,99.984,0,0,0,0,0,99.99,303,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,1.773,0,0,0.01,0,0,0,0,0.009,176447,99.987,3.937,3182153,0,1.419,0,0,0,0.129,0.03,0,0,1,0,0,1,0,0,1,0,0
2184.0,1.0,12,0,0,2,15,0,0,248038,0,0,0,514,1,1,26,0,0,0,62.85,0,0,0,36.838,0,191,22,0.003,0,0,0,0,0.098,0,0,0,0,0.008,0,7,0.006,1,2,1,27,0.207,0,48927,0,0.089,0,0,0.04,0,0,0,363,0,0,0,247723,37.16,0,0.001,0,0,0.636,0.119,0,0.148,0,90.083,247194,0,0,0,0,0,0,20.039,0,0,0,0,0.001,68.362,168,0,0,0,0,0,0,0,0.342,0,52.066,0,0,0,0,0,3.333,0,0,31.638,0,0,0,0,0.009,293,31.405,0,103,0.002,1,0,0,0.002,0.092,0.048,1,1,1,1,1,0,0,0,1,0,0
2169487.0,5.0,2,0,0,0,0,0,0,168,0,0,0,88,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,2.444,0,0,0,0,0,0,0,0,80,0,0,88,0,0,0,0,0,0.075,0,0,1,1,1,1,1,1,1,1,1,1
2215.0,2.0,13,0,0,3,8,0,0,4104,0,0,0,2408,2,0,63,0,0,0,0,0,0,0,0,0,1032,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0.331,1,3,2,64,99.669,0,0,0,42.715,0,0,0,0,0,0.248,1834,0,0,0,2416,42.857,0,0.083,0,0,3.898,56.954,0,0.198,0,0,0,0,0,0,0,0,0,3.904,0,0,0,0,0,63.992,1032,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,3.582,0,0,36.008,0,0,0,0,0.061,1666,0.763,0,94,0,1.2,0,0,0,0.038,0.076,0,1,1,1,1,1,0,0,1,1,1
2184.0,1.0,4,0,0,5,284,0,0.07,6983,3,8,0.51,3434,14,36,42,0,0,0,4.82,0,0,0,4.843,0,320,196,0.015,0,0.758,1,0.99,3.679,1.7,0,0,0,0.076,0,1,6.612,2,3,15,43,79.953,4.274,202,10.862,8.778,0,373,0.313,0,0.396,1.979,45,0.07,30,5.535,4295,9.319,0,0.163,0,0,1.809,69.476,105,0.192,0.093,7.455,577,0,0,0.093,0,0,0,68.812,0,0,0,0,0.256,6.818,0,76.061,502,0,15.909,0,0,0,0.081,0,5.636,0.396,1.818,0.489,0,0,3.95,0,4,0,0,0,0,0,0.013,2457,55.636,0,2363,0.652,2.576,5,0,2.049,0.017,0.073,4,1,1,1,0,1,1,1,0,1,0
2184.0,1.0,4,0,0,4,117,0,0.068,2213,2,6,0,1030,8,27,40,0,0,0,7.045,0,0,0,9.166,0,129,65,0.041,0,0.429,1,1.942,5.198,1.163,0,0,0,0.052,0,1,8.003,1,2,8,41,70.451,0.455,103,13.495,9.644,0,139,1.474,0,0.752,1.368,2,0.205,6,4.091,1462,12.524,0,0.479,0,0,1.68,59.644,3,0.226,0.205,4.367,315,0,0,0.137,0,0,0,51.553,0,0,0,0,0.342,0.858,0,96.567,225,0,1.288,0,0,0,0.152,0,4.367,0.205,0,0.889,0,0,3.962,0,0,0,0,0,0,0,0.022,660,61.572,0,531,1.094,3.333,1,0,2.394,0.06,0.119,4,1,1,1,1,1,1,1,0,1,0
2169487.0,5.0,2,0,0,0,0,0,0,3254,0,0,0,1985,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0,0,0,0,0,0,0,2.738,0,0,0,0,0,0,0,0,1269,0,0,1985,0,0,0,0,0,0.016,0,0,1,1,1,1,1,1,1,1,1,1
2169487.0,5.0,2,0,0,0,0,0,0,1745,0,0,0,251,0,0,15,0,0,0,82.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,17.017,0,1224,0,0,0,0,5.626,0,0,0,0,0,0,0,1475,0,0,0,0,0,1.17,17.017,0,0,0,0,1224,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,0,0,0,0,0,0,0,0,270,0,0,251,0,0,0,0,0,0.053,0,0,1,1,1,1,1,1,1,1,1,1
2169487.0,5.0,2,0,0,0,0,0,0,40565,0,0,0,17529,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,95,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17529,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,3.174,0,0,0,0,0,0,0,0,23036,0,0,17529,0,0,0,0,0,0.004,0,0,1,1,1,1,1,1,1,1,1,1
2184.0,1.0,3,0.05,1,4,128,0,0,322,0,0,4.762,40,7,26,11,0,0,0,13.223,2.479,0,9.504,0,0,0,21,0.765,0.003,0,0,0,17.355,0,0,0,1,0.298,0,1,52.893,2,2,8,13,16.529,0,32,0,0,0,0,12.636,0,8.678,6.612,0,1.653,0,0,242,0,0,0,0,0,0.727,16.529,0,0.125,0,0,74,0,0,0,0,0,0,100,0,0,20,0,0,0,0,80,4,0,0,0,0,0,3.03,0,0,0,0,9.917,0,0,3.5,0,0,0,0,60,0,0,0.214,34,60,0,40,7.025,3.2,0,0,7.025,0.376,0.358,6,1,1,1,1,1,0,1,1,1,0
2184.0,1.0,7,0.353,1,4,292,0,0.076,1719,17,0,0.549,150,5,79,4,2,0,0,24.867,0.305,0,0.305,38.444,0,3,182,0.541,0,0,1,0,2.975,0,0,0.076,3,0.45,0,5,22.273,2,5,6,6,11.442,5.479,408,0.667,0.305,0,1,5.056,0,2.441,2.746,0,0,0,0,1311,2,40.476,1.068,0,0,0.644,11.137,8,0.056,0,8,869,0,0,0,0,11.905,0,94.667,0.153,0,7.143,0,1.526,0,9,0,0,0,19.048,0,1,5,1.379,0,0,0,0,2.365,0,0,1.964,0,0,21.429,0,0,0,0,0.005,146,0,0,142,2.975,2.769,0,0,8.238,0.037,0.031,13,1,1,1,1,0,0,0,0,1,0
2618.0,4.0,2,0,0,0,5,0,0,195,0,0,0,89,0,0,35,0,0,0,0,1.064,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.022,0,0,5.319,0,1,0,35,94.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,1.936,94.681,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.833,0,0,0,0,0,0,0,0,99,0,0,89,2.128,0,0,0,2.128,0.346,0,0,1,1,1,1,1,1,1,1,1,0
2184.0,1.0,3,0,0,0,0,0,0,4406,0,0,0,1333,0,0,59,0,0,0,62.249,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,59,37.751,0,7,0,0,0,0,1.763,0,0,0,619,0,0,0,3531,0,0,0,0,0,1.553,37.751,0,0.464,0,0,2198,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,2.845,0,0,0,0,0,0,0,0,873,0,0,1333,0,0,0,0,0,0.066,0,0,1,1,1,1,1,1,1,1,1,0
2184.0,1.0,7,0,0,3,24,0,0.003,208670,0,0,0,144635,3,0,23284,0,0,0,0,0,0,0,0,0,219,30,0,0,0,0,0,0,0.003,0,0,0,0,0,3,0.017,1,4,4,23285,99.983,0,0,0,0.151,0,0,0,0,0,0.007,67940,0,0,0.011,144659,0.151,0,0.006,0,0,2.472,99.829,0,0.157,0,0,0,0,0,0,0,0,0,99.663,0,0,0,0,0,99.679,219,0,0,0,0,0,0,0,0.003,0,44.589,0,0,0,0,0,3.978,0,0,0.321,0,0,0,0,0.053,63981,44.734,0,144147,0,1.429,0,0,0,0.364,0.123,0,1,1,1,1,0,0,0,1,1,0
2215.0,2.0,3,0,0,0,1,0,0,2076,0,0,0,1246,0,0,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,4,0,68,99.92,0,0,0,0,0,0,0,0,0,0,202,0,0,0,1247,0,0,0.08,0,0,2.16,99.92,0,0.162,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.362,0,100,0,0,0,0,0,3.575,0,0,0,0,0,0,0,0,828,0,0,1246,0,0,0,0,0,0.079,0,0,1,1,1,1,1,1,1,1,1,1
2215.0,2.0,7,0,0,2,9,0,0,57300,0,0,0,18429,2,0,1339,5,0,0,59.535,0,0,0,0,0,361,29,0,0,0,0,0,0,0,0,0.011,0,0,0,1,0.02,1,6,2,1339,40.446,0,27127,0,0,0,0,0.131,0,0,0.009,7467,0,0,0,45565,1.959,0,0,0,0,1.583,40.446,0,0.422,0,0,27127,0,0,0,0,0,0,98.041,0,0,0,0,0,96.039,308,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,5.771,0,0,3.961,0,0,0,0,0.02,11708,2.719,60.787,18068,0,2,0,0,0,0.114,0.066,0,1,1,1,1,1,1,1,1,0,1
2184.0,1.0,267,0,0,6,269,0,0,219144,0,0,0,127500,2,24,2622,0,0,0,0,0.001,0,0.013,0,0,32,124,0,0,0.075,0,0,0,0.153,0,0,0,0.002,0,133,0.211,1,6,3,2623,99.789,0,0,9.237,9.242,0,11777,0,0,0.003,0.013,74861,0,0,0.023,127769,0.025,0,0.002,0,0.026,3.056,90.394,0,0.005,0,0,0,0,0,0,0,0,0,90.555,0,0,0,33,0,86.087,12034,0,0,0,0,0,0,0,0.004,0,4.11,0,0,0.014,0,0,6.956,0,0,13.839,0,0,0,0,0.007,91227,20.837,0,115457,0.083,1.417,65,0,0.081,0.029,0.023,3,1,1,1,1,1,1,0,1,1,0
2587.0,3.0,3,0,0,0,0,0,0,19156,0,0,0,12365,0,0,1025,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1026,100,0,0,0,0,0,0,0,0,0,0,7010,0,0,0,12365,0,0,0,0,0,2.567,100,0,0.567,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,8.637,0,0,0,0,0,0,0,0,6785,0,0,12365,0,0,0,0,0,0.151,0,0,1,1,1,1,1,1,1,1,1,1
2169487.0,5.0,2,0,0,0,0,0,0,351,0,0,0,175,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.292,0,0,0,0,0,0,0,0,176,0,0,175,0,0,0,0,0,0.208,0,0,1,1,1,1,1,1,1,1,1,1
2215.0,2.0,3,0,0,9,277,0,0,1296,0,0,1.047,311,9,0,6,6,0,0,27.345,0,0,0,6.215,0,88,191,0,0,0,0,0,0,0,0,0.678,0,0.068,0,2,31.299,3,3,11,7,35.141,9.459,146,0,0,21,0,3.792,0,0,30.621,128,0,0,0,885,28.296,0,0,14.094,0,1.121,35.141,0,0.24,0,0,297,14.384,0,0,0,0,0,69.453,0,0,0,0,0,85.906,0,0,0,0,0,0,0,0,0.909,0,0,0,0,0,0,0,1.778,0,0,0,0,0,0,0,0.045,222,100,3.125,216,0,1.704,0,0,0,0.025,0.043,0,1,1,1,1,1,1,0,1,0,1
2184.0,1.0,4,49.49,0,0,82,0,0,36789,2,0,0,13189,0,28,254,0,0,0,16.351,0,0,0.07,1.426,0,411,3,0.003,0,0,1,0,35.716,0,0,0,0,0.344,0,1,0.287,0,1,0,255,46.219,55.089,4666,0,1.5,0,0,0.187,0,0.095,0,0,0,0,0,28536,3.116,0.04,0,0,0,1.104,44.719,4530,0.375,0,100,15265,0,0,0,0,0.02,0,92.463,0,0,0,0,0.004,0,0,8.406,416,0,91.534,0,1,1,0,0,0,0,0,0.098,0,0,14.889,0,0,0,0,0,0,0,0,8223,0,0,12195,0.011,0,0,0,0.011,0.031,0,1,1,0,1,0,0,1,1,0,0,0
2587.0,3.0,3,0,0,0,0,0,0,794,0,0,0,399,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,14,100,0,0,0,0,0,0,0,0,0,0,4,0,0,0,399,0,0,0,0,0,2.01,100,0,0.01,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.254,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,394,0,0,399,0,0,0,0,0,0.031,0,0,1,1,1,1,1,1,1,1,1,1
2215.0,2.0,5,0,0,0,0,0,0,401194,0,0,0,182784,0,0,0,0,0,0,50,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,50,0,182784,0,0,0,0,0.014,0,0,0,365568,0,0,0,365568,0,0,0,0,0,4.5,50,0,1,0,0,182784,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35622,0,0,182784,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
2184.0,1.0,7,0.33,1,2,146,0,0,441,6,0,0,185,5,37,11,0,0,0,0,0,0,0,0,0,0,33,0.902,0.002,9.091,1,0,0,25.68,0,0,10,0.541,0,4,44.109,1,2,5,11,55.891,0,0,0,0,0,0,0,0,11.178,1.511,2,0,0,90.244,331,0,18.182,0.302,0,0,1.665,30.211,0,0.045,0,0,0,0,0,0,0,18.182,0,54.054,0,0,30.303,0,0,6.061,0,18.182,6,0,0,0,1,6,2.5,0,0,0,0,11.178,0,0,3,0,0,0,0,0,0,0,0.019,41,30,0,100,9.97,5,3,0,9.97,0.244,0.156,6,1,1,1,1,1,0,1,1,1,0
2169487.0,5.0,1,0,0,2,345,0,0,609,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2.817,0,0,138,0,0,0,0,0,0,0,0,0,0,1,0,0,97.183,1,0,27,0,0,0,12,0,0,0,0,0.793,0,0,32.394,0,0,0,0,355,0,0,0,0,0,0.648,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,116,0,0,0,32.394,5.227,0,0,32.394,0,0.188,0,1,1,1,1,1,1,1,1,1,1
2184.0,1.0,7,0,0,0,6,0,0,52111,0,0,0,26449,0,0,17177,0,0,0,0,0,0,0,0,0,1,8,0,0,0.01,0,0,0,2.559,0,0,0,0.026,0,3,0.023,0,2,0,17178,99.977,0,0,16.56,16.56,0,4380,0,0,0,0,5209,0,0,2.643,26455,0.004,0,0.023,0,0,2.554,80.858,0,0.121,0,0,0,0,0,0,0,0,0,80.873,0,0,0,0,0,54.317,4380,0,0,0,0,0,0,0,0.004,0,94.797,0,0,0,0,0,9.778,0,0,45.673,0,0,0,0,0,25648,0,0,21390,0,0,1,0,0,0.67,0,0,1,1,1,1,0,1,0,1,1,0
